,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
37688,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06606,06606
37689,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06605,06605
37690,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06604,06604
37691,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06602,06602
37692,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06601,06601
37693,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06540,06540
37694,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06538,06538
37695,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06537,06537
37696,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06536,06536
37697,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06535,06535
37698,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06534,06534
37699,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06533,06533
37700,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06532,06532
37701,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06531,06531
37702,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06530,06530
37703,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06525,06525
37704,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06524,06524
37705,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06521,06521
37706,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06520,06520
37707,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06519,06519
37708,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06518,06518
37709,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06517,06517
37710,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06516,06516
37711,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06515,06515
37712,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06514,06514
37713,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06513,06513
37714,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06512,06512
37715,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06511,06511
37716,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06510,06510
37717,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06509,06509
37718,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06508,06508
37719,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06507,06507
37720,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06506,06506
37721,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06505,06505
37722,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06504,06504
37723,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06503,06503
37724,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06502,06502
37725,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06501,06501
37726,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06498,06498
37727,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06495,06495
37728,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06494,06494
37729,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06493,06493
37730,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06492,06492
37731,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06491,06491
37732,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06489,06489
37733,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06488,06488
37734,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06487,06487
37735,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06484,06484
37736,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06483,06483
37737,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06482,06482
37738,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06481,06481
37739,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06480,06480
37740,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06479,06479
37741,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06478,06478
37742,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06477,06477
37743,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06475,06475
37744,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06473,06473
37745,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06472,06472
37746,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06471,06471
37747,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06470,06470
37748,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06469,06469
37749,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06468,06468
37750,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06467,06467
37751,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06461,06461
37752,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06460,06460
37753,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06459,06459
37754,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06457,06457
37755,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06456,06456
37756,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06455,06455
37757,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06451,06451
37758,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06450,06450
37759,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06447,06447
37760,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06444,06444
37761,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06443,06443
37762,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06442,06442
37763,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06441,06441
37764,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06440,06440
37765,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06439,06439
37766,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06438,06438
37767,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06437,06437
37768,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06426,06426
37769,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06424,06424
37770,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06423,06423
37771,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06422,06422
37772,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06420,06420
37773,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06419,06419
37774,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06418,06418
37775,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06417,06417
37776,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06416,06416
37777,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06415,06415
37778,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06414,06414
37779,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06413,06413
37780,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06412,06412
37781,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06411,06411
37782,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06410,06410
37783,MIDDLESEX COUNTY,Middlesex County,FIPS09007,MIDDLESEX,Middlesex,CT,CONNECTICUT,09007,Connecticut,ZCTA06409,06409
37784,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06408,06408
37785,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06405,06405
37786,FAIRFIELD COUNTY,Fairfield County,FIPS09001,FAIRFIELD,Fairfield,CT,CONNECTICUT,09001,Connecticut,ZCTA06404,06404
37787,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06403,06403
37788,NEW HAVEN COUNTY,New Haven County,FIPS09009,NEW HAVEN,New Haven,CT,CONNECTICUT,09009,Connecticut,ZCTA06401,06401
37789,SUFFOLK COUNTY,Suffolk County,FIPS36103,SUFFOLK,Suffolk,NY,NEW YORK,36103,New York,ZCTA06390,06390
37790,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06389,06389
37791,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06388,06388
37792,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06387,06387
37793,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06385,06385
37794,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06384,06384
37795,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06383,06383
37796,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06382,06382
37797,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06380,06380
37798,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06379,06379
37799,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06378,06378
37800,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06377,06377
37801,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06376,06376
37802,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06375,06375
37803,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06374,06374
37804,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06373,06373
37805,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06372,06372
37806,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06371,06371
37807,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06370,06370
37808,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06365,06365
37809,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06360,06360
37810,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06359,06359
37811,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06357,06357
37812,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06355,06355
37813,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06354,06354
37814,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06353,06353
37815,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06351,06351
37816,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06350,06350
37817,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06349,06349
37818,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06340,06340
37819,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06339,06339
37820,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06338,06338
37821,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06336,06336
37822,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06335,06335
37823,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06334,06334
37824,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06333,06333
37825,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06332,06332
37826,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06331,06331
37827,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06330,06330
37828,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06320,06320
37829,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06282,06282
37830,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06281,06281
37831,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06280,06280
37832,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06279,06279
37833,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06278,06278
37834,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06277,06277
37835,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06269,06269
37836,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06268,06268
37837,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06267,06267
37838,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06266,06266
37839,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06264,06264
37840,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06263,06263
37841,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06262,06262
37842,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06260,06260
37843,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06259,06259
37844,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06258,06258
37845,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06256,06256
37846,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06255,06255
37847,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06254,06254
37848,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06251,06251
37849,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06250,06250
37850,NEW LONDON COUNTY,New London County,FIPS09011,NEW LONDON,New London,CT,CONNECTICUT,09011,Connecticut,ZCTA06249,06249
37851,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06248,06248
37852,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06247,06247
37853,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06246,06246
37854,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06244,06244
37855,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06243,06243
37856,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06242,06242
37857,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06241,06241
37858,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06239,06239
37859,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06238,06238
37860,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06237,06237
37861,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06235,06235
37862,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06234,06234
37863,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06233,06233
37864,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06232,06232
37865,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06231,06231
37866,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06230,06230
37867,WINDHAM COUNTY,Windham County,FIPS09015,WINDHAM,Windham,CT,CONNECTICUT,09015,Connecticut,ZCTA06226,06226
37868,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06199,06199
37869,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06183,06183
37870,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06167,06167
37871,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06161,06161
37872,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06160,06160
37873,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06156,06156
37874,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06155,06155
37875,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06154,06154
37876,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06153,06153
