Feature,Label
AHRF1384,"Pediatric Intens Cr, Bed Set Up Short Term General Hospitals"
AHRF1385,"Pediatric Subspecs, 35-44 Non-Fed"
AHRF1386,"Pediatric Subspecs, 45-54 Non-Fed"
AHRF1387,"Pediatric Subspecs, 55-64 Non-Fed"
AHRF1388,"Pediatric Subspecs, 65-74 Non-Fed"
AHRF1389,"Pediatric Subspecs, 75 + Non-Fed"
AHRF1390,"Pediatric Subspecs, < 35 Non-Fed"
AHRF1391,"Pediatrics, Gen, Oth Prof Act Fed"
AHRF1392,"Pediatrics, General, 35-44 Non-Fed"
AHRF1393,"Pediatrics, General, 45-54 Non-Fed"
AHRF1394,"Pediatrics, General, 55-64 Non-Fed"
AHRF1395,"Pediatrics, General, 65-74 Non-Fed"
AHRF1396,"Pediatrics, General, 75 + Non-Fed"
AHRF1397,"Pediatrics, General, < 35 Non-Fed"
AHRF1398,"Pediatrics, General, Total Non-Fed"
AHRF1399,"Pediatrics,Gen, Administration Non-Fed"
AHRF1400,"Pediatrics,Gen, Other Non-Fed"
AHRF1401,"Pediatrics,Gen, Research Non-Fed"
AHRF1402,"Pediatrics,Gen, Teaching Non-Fed"
AHRF1403,"Pediatrics,Gen,PC, Office Based Non-Fed"
AHRF1404,"Pediatrics,Gen,PC,Hosp FT Staff Fed"
AHRF1405,"Pediatrics,Gen,PC,Hosp FT Staff Non-Fed"
AHRF1406,"Pediatrics,Gen,PC,Hosp Resident Fed"
AHRF1407,"Pediatrics,Gen,PC,Hosp Resident Non-Fed"
AHRF1408,"Pediatrics,Gen,Tot Patient Care Non-Fed"
AHRF1409,Per Capita Personal Income
AHRF1410,Percent Persons Age 0-17 in Pov
AHRF1411,Percent Persons in Poverty
AHRF1412,Pers 18-64 with Health Ins
AHRF1413,Pers 18-64 without Health Ins
AHRF1414,Pers 40-64 with Health Ins
AHRF1415,Pers 40-64 without Health Ins
AHRF1416,Pers <19 with Health Insurance
AHRF1417,Pers <19 without Health Ins
AHRF1418,Pers <65 with Health Insurance
AHRF1419,Pers <65 without Health Ins
AHRF1420,Persistent Child Pov Typol Code Related Children
AHRF1421,Persistent Povrty Typology Code
AHRF1422,Personal Inc (by res) (1000's)
AHRF1423,Persons 18-64 <=138% of Poverty
AHRF1424,Persons 18-64 <=200% of Poverty
AHRF1425,Persons 18-64 <=400% of Poverty
AHRF1426,Persons 18-64 Yrs
AHRF1427,Persons 40-64 Yrs
AHRF1428,Persons <19 <= 138% of Poverty
AHRF1429,Persons <19 <= 200% of Poverty
AHRF1430,Persons <19 <= 400% of Poverty
AHRF1431,Persons <19 Yrs
AHRF1432,Persons <65 <= 138% of Poverty
AHRF1433,Persons <65 <= 200% of Poverty
AHRF1434,Persons <65 <= 400% of Poverty
AHRF1435,Persons <65 Yrs
AHRF1436,Persons Age 0-17 in Poverty
AHRF1437,Persons in Poverty
AHRF1438,"Pharmacists, Licensed, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1439,"Pharmacists, Licensed, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1440,"Pharmacists, Licensed, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1441,"Pharmacists, Licensed, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1442,"Pharmacists, Licensed,Vacancies ST Non-Gen + Long Term Hosps"
AHRF1443,"Pharmacists, Licensed,Vacancies Short Term General Hospitals"
AHRF1444,"Pharmacy Technicians, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1445,"Pharmacy Technicians, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1446,"Pharmacy Technicians, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1447,"Pharmacy Technicians, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1448,"Pharmacy Technicians, Vacancies ST Non-Gen + Long Term Hosps"
AHRF1449,"Pharmacy Technicians, Vacancies Short Term General Hospitals"
AHRF1450,"Phys Med/Rehab, Administration Non-Fed"
AHRF1451,"Phys Med/Rehab, Other Non-Fed"
AHRF1452,"Phys Med/Rehab, PC, Hosp FT Stf Non-Fed"
AHRF1453,"Phys Med/Rehab, PC, Hosp Resdnt Non-Fed"
AHRF1454,"Phys Med/Rehab, PC, Office Base Non-Fed"
AHRF1455,"Phys Med/Rehab, Research Non-Fed"
AHRF1456,"Phys Med/Rehab, Teaching Non-Fed"
AHRF1457,"Phys Med/Rehab, Total Non-Fed"
AHRF1458,"Phys Med/Rehab, Total Patnt Cr Non-Fed"
AHRF1459,"Phys,Primary Care, Hsp Resident Non-Fed"
AHRF1460,"Phys,Primary Care, Patient Care Non-Fed"
AHRF1461,"Phys,Tot Ptn Care, IMG Grads Non-Fed"
AHRF1462,"Phys,Tot Ptn Care, US Graduates Non-Fed"
AHRF1463,"Phys,Tot Ptn Care,Canadian Grad Non-Fed"
AHRF1464,"Phys,Tot Ptn Care,Tot Graduates Non-Fed"
AHRF1465,"Physical Med and Rehab, 35-44 Non-Fed"
AHRF1466,"Physical Med and Rehab, 45-54 Non-Fed"
AHRF1467,"Physical Med and Rehab, 55-64 Non-Fed"
AHRF1468,"Physical Med and Rehab, 65-74 Non-Fed"
AHRF1469,"Physical Med and Rehab, 75 + Non-Fed"
AHRF1470,"Physical Med and Rehab, < 35 Non-Fed"
AHRF1471,"Physician Assist, Female w/NPI"
AHRF1472,"Physician Assist, Male w/NPI"
AHRF1473,Physician Assistants w/NPI
AHRF1474,"Physician Assistants, FT ST Non-Gen + Long Term Hosps"
AHRF1475,"Physician Assistants, FT Short Term General Hospitals"
AHRF1476,"Physician Assistants, PT ST Non-Gen + Long Term Hosps"
AHRF1477,"Physician Assistants, PT Short Term General Hospitals"
AHRF1478,"Physicians and Dentists, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1479,"Physicians and Dentists, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1480,"Physicians and Dentists, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1481,"Physicians and Dentists, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1482,"Physicians and Dentists,Vacancies Incl Nurs Homes; ST Gen Hosps"
AHRF1483,"Physicians and Dentists,Vacancies Incl Nurs Homes; STNG/LT Hosps"
AHRF1484,"Plastic Surg, Administration Non-Fed"
AHRF1485,"Plastic Surg, Other Non-Fed"
AHRF1486,"Plastic Surg, PC, Hosp FT Staff Non-Fed"
AHRF1487,"Plastic Surg, PC, Hosp Resident Non-Fed"
AHRF1488,"Plastic Surg, PC, Office Based Non-Fed"
AHRF1489,"Plastic Surg, Research Non-Fed"
AHRF1490,"Plastic Surg, Teaching Non-Fed"
AHRF1491,"Plastic Surg, Total Non-Fed"
AHRF1492,"Plastic Surg, Total Patn Care Non-Fed"
AHRF1493,"Plastic Surgery, 35-44 Non-Fed"
AHRF1494,"Plastic Surgery, 45-54 Non-Fed"
AHRF1495,"Plastic Surgery, 55-64 Non-Fed"
AHRF1496,"Plastic Surgery, 65-74 Non-Fed"
AHRF1497,"Plastic Surgery, 75 + Non-Fed"
AHRF1498,"Plastic Surgery, < 35 Non-Fed"
AHRF1499,Podiatrists w/NPI
AHRF1500,"Podiatrists, Female w/NPI"
AHRF1501,"Podiatrists, Male w/NPI"
AHRF1502,Pop Am Ind/Alaska Native Female
AHRF1503,Pop Am Ind/Alaska Native Male
AHRF1504,Pop Asian Female
AHRF1505,Pop Asian Male
AHRF1506,Pop Bl/Afr Am Non-Hisp/Lat Fmle
AHRF1507,Pop Bl/Afr Am Non-Hisp/Lat Male
AHRF1508,Pop Bl/Afr Hispanic/Latino Fmle
AHRF1509,Pop Bl/Afr Hispanic/Latino Male
AHRF1510,Pop Black/African Amer Female
AHRF1511,Pop Black/African Amer Male
AHRF1512,Pop Estimate in Group Quarters
AHRF1513,Pop Nat Hawi/Oth Pac Isl Female
AHRF1514,Pop Nat Hawi/Oth Pac Isl Male
AHRF1515,Pop Tot Hispanic/Latino Female
AHRF1516,Pop Tot Hispanic/Latino Male
AHRF1517,Pop Tot Non-Hisp/Latino Female
AHRF1518,Pop Tot Non-Hisp/Latino Male
AHRF1519,Pop Total Female
AHRF1520,Pop Total Male
AHRF1521,Pop Two or more Races Female
AHRF1522,Pop Two or more Races Male
AHRF1523,Pop White Female
AHRF1524,Pop White Hispanic/Latino Femle
AHRF1525,Pop White Hispanic/Latino Male
AHRF1526,Pop White Male
AHRF1527,Pop White Non-Hisp/Latino Femle
AHRF1528,Pop White Non-Hisp/Latino Male
AHRF1529,Population (Persons)
AHRF1530,Population Estimate
AHRF1531,Population Estimate 65+
AHRF1532,Population Loss Typology Code
AHRF1533,Preventable Hospital Stays Rate Medicare FFS Enrollees
AHRF1534,"Psychiatric Care, Beds Set Up Short Term General Hospitals"
AHRF1535,"Psychiatry, 35-44 Non-Fed"
AHRF1536,"Psychiatry, 45-54 Non-Fed"
AHRF1537,"Psychiatry, 55-64 Non-Fed"
AHRF1538,"Psychiatry, 65-74 Non-Fed"
AHRF1539,"Psychiatry, 75 + Non-Fed"
AHRF1540,"Psychiatry, < 35 Non-Fed"
AHRF1541,"Psychiatry, Administration Non-Fed"
AHRF1542,"Psychiatry, Other Non-Fed"
AHRF1543,"Psychiatry, Other Prof Activity Fed"
AHRF1544,"Psychiatry, PC, Hosp FT Staff Fed"
AHRF1545,"Psychiatry, PC, Hosp FT Staff Non-Fed"
AHRF1546,"Psychiatry, PC, Hosp Residents Fed"
AHRF1547,"Psychiatry, PC, Hosp Residents Non-Fed"
AHRF1548,"Psychiatry, PC, Office Based Non-Fed"
AHRF1549,"Psychiatry, Research Non-Fed"
AHRF1550,"Psychiatry, Teaching Non-Fed"
AHRF1551,"Psychiatry, Total Non-Fed"
AHRF1552,"Psychiatry, Total Patient Care Non-Fed"
AHRF1553,"Public Health, 35-44 Non-Fed"
AHRF1554,"Public Health, 45-54 Non-Fed"
AHRF1555,"Public Health, 55-64 Non-Fed"
AHRF1556,"Public Health, 65-74 Non-Fed"
AHRF1557,"Public Health, 75 + Non-Fed"
AHRF1558,"Public Health, < 35 Non-Fed"
AHRF1559,"Public Health, Administration Non-Fed"
AHRF1560,"Public Health, Other Non-Fed"
AHRF1561,"Public Health, PC, Hosp FT Stf Non-Fed"
AHRF1562,"Public Health, PC, Hosp Residnt Non-Fed"
AHRF1563,"Public Health, PC, Office Based Non-Fed"
AHRF1564,"Public Health, Research Non-Fed"
AHRF1565,"Public Health, Teaching Non-Fed"
AHRF1566,"Public Health, Total Non-Fed"
AHRF1567,"Public Health, Total Patnt Care Non-Fed"
AHRF1568,"Pulmonary Dis, Administration Non-Fed"
AHRF1569,"Pulmonary Dis, Other Non-Fed"
AHRF1570,"Pulmonary Dis, PC, Hosp FT Stf Non-Fed"
AHRF1571,"Pulmonary Dis, PC, Hosp Resdnt Non-Fed"
AHRF1572,"Pulmonary Dis, PC, Office Based Non-Fed"
AHRF1573,"Pulmonary Dis, Research Non-Fed"
AHRF1574,"Pulmonary Dis, Teaching Non-Fed"
AHRF1575,"Pulmonary Dis, Total Non-Fed"
AHRF1576,"Pulmonary Dis, Total Patn Care Non-Fed"
AHRF1577,"Pulmonary Diseases, 35-44 Non-Fed"
AHRF1578,"Pulmonary Diseases, 45-54 Non-Fed"
AHRF1579,"Pulmonary Diseases, 55-64 Non-Fed"
AHRF1580,"Pulmonary Diseases, 65-74 Non-Fed"
AHRF1581,"Pulmonary Diseases, 75 + Non-Fed"
AHRF1582,"Pulmonary Diseases, < 35 Non-Fed"
AHRF1583,"Rad Oncology, Administration Non-Fed"
AHRF1584,"Rad Oncology, Other Non-Fed"
AHRF1585,"Rad Oncology, PC, Hosp FT Staff Non-Fed"
AHRF1586,"Rad Oncology, PC, Hosp Resident Non-Fed"
AHRF1587,"Rad Oncology, PC, Office Based Non-Fed"
AHRF1588,"Rad Oncology, Research Non-Fed"
AHRF1589,"Rad Oncology, Teaching Non-Fed"
AHRF1590,"Rad Oncology, Total Non-Fed"
AHRF1591,"Rad Oncology, Total Patnt Care Non-Fed"
AHRF1592,"Radiation Oncology, 35-44 Non-Fed"
AHRF1593,"Radiation Oncology, 45-54 Non-Fed"
AHRF1594,"Radiation Oncology, 55-64 Non-Fed"
AHRF1595,"Radiation Oncology, 65-74 Non-Fed"
AHRF1596,"Radiation Oncology, 75 + Non-Fed"
AHRF1597,"Radiation Oncology, < 35 Non-Fed"
AHRF1598,"Radiology Technicians, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1599,"Radiology Technicians, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1600,"Radiology Technicians, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1601,"Radiology Technicians, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1602,"Radiology Technicians,Vacancies ST Non-Gen + Long Term Hosps"
AHRF1603,"Radiology Technicians,Vacancies Short Term General Hospitals"
AHRF1604,"Radiology, 35-44 Non-Fed"
AHRF1605,"Radiology, 45-54 Non-Fed"
AHRF1606,"Radiology, 55-64 Non-Fed"
AHRF1607,"Radiology, 65-74 Non-Fed"
AHRF1608,"Radiology, 75 + Non-Fed"
AHRF1609,"Radiology, < 35 Non-Fed"
AHRF1610,"Radiology, Administration Non-Fed"
AHRF1611,"Radiology, Other Non-Fed"
AHRF1612,"Radiology, PC, Hosp FT Staff Non-Fed"
AHRF1613,"Radiology, PC, Hosp Residents Non-Fed"
AHRF1614,"Radiology, PC, Office Based Non-Fed"
AHRF1615,"Radiology, Research Non-Fed"
AHRF1616,"Radiology, Teaching Non-Fed"
AHRF1617,"Radiology, Total Non-Fed"
AHRF1618,"Radiology, Total Patient Care Non-Fed"
AHRF1619,Recreation Typolpgy Code
AHRF1620,"Registered Nurses, Full-Time Incl Nurs Homes; ST Gen Hosps"
AHRF1621,"Registered Nurses, Full-Time Incl Nurs Homes; STNG/LT Hosps"
AHRF1622,"Registered Nurses, Part-Time Incl Nurs Homes; ST Gen Hosps"
AHRF1623,"Registered Nurses, Part-Time Incl Nurs Homes; STNG/LT Hosps"
AHRF1624,"Registered Nurses, Vacancies ST Non-Gen + Long Term Hosps"
AHRF1625,"Registered Nurses, Vacancies Short Term General Hospitals"
AHRF1626,"Rehabilitation Care, Bed Set Up Short Term General Hospitals"
AHRF1627,Relat Chldrn 5-17 in Fam in Pov
AHRF1628,"Respiratory Therapist,Vacancies ST Non-Gen + Long Term Hosps"
AHRF1629,"Respiratory Therapist,Vacancies Short Term General Hospitals"
AHRF1630,"Respiratory Therapists, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1631,"Respiratory Therapists, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1632,"Respiratory Therapists, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1633,"Respiratory Therapists, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1634,Retirement Destnatn Typlgy Code
AHRF1635,"STNG/LT, Hosp Admissions"
AHRF1636,Short Term Community Hosp Admis
AHRF1637,Short Term Community Hosp Beds
AHRF1638,Short Term Gen Hosp Admissions
AHRF1639,Short Term General Hosp Beds
AHRF1640,Short Term Non-Gen Hosp Beds
AHRF1641,"Skilled Nurs Care, Beds Set Up Short Term General Hospitals"
AHRF1642,Skilled Nurs Fac Certified Beds
AHRF1643,Skilled Nurs Fac Total Beds
AHRF1644,"Stan,Risk-Adj Per Cap Medcr Cst Fee for Service"
AHRF1645,Standardzd PerCapita Medcr Cost Fee for Service
AHRF1646,"Surg Specs Tot, Administration Non-Fed"
AHRF1647,"Surg Specs Tot, Other Non-Fed"
AHRF1648,"Surg Specs Tot, PC, Hosp FT Stf Non-Fed"
AHRF1649,"Surg Specs Tot, PC, Hosp Resdnt Non-Fed"
AHRF1650,"Surg Specs Tot, PC, Office Bsd Non-Fed"
AHRF1651,"Surg Specs Tot, Research Non-Fed"
AHRF1652,"Surg Specs Tot, Teaching Non-Fed"
AHRF1653,"Surg Specs Tot, Total Non-Fed"
AHRF1654,"Surg Specs Tot, Total Patn Care Non-Fed"
AHRF1655,"Surgical Specs, Total, 35-44 Non-Fed"
AHRF1656,"Surgical Specs, Total, 45-54 Non-Fed"
AHRF1657,"Surgical Specs, Total, 55-64 Non-Fed"
AHRF1658,"Surgical Specs, Total, 65-74 Non-Fed"
AHRF1659,"Surgical Specs, Total, 75 + Non-Fed"
AHRF1660,"Surgical Specs, Total, < 35 Non-Fed"
AHRF1661,"Thoracic Surg, Administration Non-Fed"
AHRF1662,"Thoracic Surg, Other Non-Fed"
AHRF1663,"Thoracic Surg, PC, Hosp FT Stf Non-Fed"
AHRF1664,"Thoracic Surg, PC, Hosp Resdnt Non-Fed"
AHRF1665,"Thoracic Surg, PC, Office Based Non-Fed"
AHRF1666,"Thoracic Surg, Research Non-Fed"
AHRF1667,"Thoracic Surg, Teaching Non-Fed"
AHRF1668,"Thoracic Surg, Total Non-Fed"
AHRF1669,"Thoracic Surg, Total Patn Care Non-Fed"
AHRF1670,"Thoracic Surgery, 35-44 Non-Fed"
AHRF1671,"Thoracic Surgery, 45-54 Non-Fed"
AHRF1672,"Thoracic Surgery, 55-64 Non-Fed"
AHRF1673,"Thoracic Surgery, 65-74 Non-Fed"
AHRF1674,"Thoracic Surgery, 75 + Non-Fed"
AHRF1675,"Thoracic Surgery, < 35 Non-Fed"
AHRF1676,Tot Active D.O.s Non-Fed and Fed
AHRF1677,Tot Active M.D.s Non-Fed and Fed
AHRF1678,"Tot Facility Personnl,Vacancies Incl Nurs Homes; ST Gen Hosps"
AHRF1679,"Tot Facility Personnl,Vacancies Incl Nurs Homes; STNG/LT Hosps"
AHRF1680,"Tot Rep Payroll Expense(1000's) In Thousands, ST Gen Hosps"
AHRF1681,"Tot Rep Payroll Expense(1000's) In Thousands, STNG/LT Hosps"
AHRF1682,Tot Standardized Medicare Costs Fee for Service
AHRF1683,Tot Standzed RskAdj Medcre Cost Fee for Service
AHRF1684,Total Active D.O.s Federal
AHRF1685,Total Active D.O.s Non-Federal
AHRF1686,Total Active M.D.s Non-Federal
AHRF1687,Total Actual Medicare Costs Fee for Service
AHRF1688,Total Births In Hospitals
AHRF1689,"Total Births July 1, 2013-June 30,"
AHRF1690,"Total Births July 1,-June 30,"
AHRF1691,"Total D.O.'s, 35-44 Non-Fed"
AHRF1692,"Total D.O.'s, 45-54 Non-Fed"
AHRF1693,"Total D.O.'s, 55-64 Non-Fed"
AHRF1694,"Total D.O.'s, 65-74 Non-Fed"
AHRF1695,"Total D.O.'s, 75 + Non-Fed"
AHRF1696,"Total D.O.'s, < 35 Non-Fed"
AHRF1697,"Total D.O.'s, Female Non-Fed"
AHRF1698,"Total D.O.'s, Male Non-Fed"
AHRF1699,"Total D.O.'s, Tot Non-Fed and Fed"
AHRF1700,"Total D.O.'s, Total Federal"
AHRF1701,"Total D.O.'s, Total Non-Fed"
AHRF1702,"Total Deaths July 1, 2013-June 30,"
AHRF1703,"Total Deaths July 1,-June 30,"
AHRF1704,"Total Facility Personnel, FT Incl Nurs Homes; ST Gen Hosps"
AHRF1705,"Total Facility Personnel, FT Incl Nurs Homes; STNG/LT Hosps"
AHRF1706,"Total Facility Personnel, PT Incl Nurs Homes; ST Gen Hosps"
AHRF1707,"Total Facility Personnel, PT Incl Nurs Homes; STNG/LT Hosps"
AHRF1708,"Total Hosp Personnel, Full-Time ST Non-Gen + Long Term Hosps"
AHRF1709,"Total Hosp Personnel, Full-Time Short Term General Hospitals"
AHRF1710,"Total Hosp Personnel, Part-Time ST Non-Gen + Long Term Hosps"
AHRF1711,"Total Hosp Personnel, Part-Time Short Term General Hospitals"
AHRF1712,"Total Inpatient, Beds Set Up Short Term General Hospitals"
AHRF1713,"Total M.D.'s, 35-44 Non-Fed"
AHRF1714,"Total M.D.'s, 45-54 Non-Fed"
AHRF1715,"Total M.D.'s, 55-64 Non-Fed"
AHRF1716,"Total M.D.'s, 65-74 Non-Fed"
AHRF1717,"Total M.D.'s, 75 + Non-Fed"
AHRF1718,"Total M.D.'s, < 35 Non-Fed"
AHRF1719,"Total M.D.'s, Female Non-Fed"
AHRF1720,"Total M.D.'s, Male Non-Fed"
AHRF1721,"Total M.D.'s, Tot Non-Fed and Fed"
AHRF1722,"Total M.D.'s, Total Non-Fed"
AHRF1723,Total Medicaid Inpatient Days ST Non-Gen + Long Term Hosps
AHRF1724,Total Medicaid Inpatient Days Short Term General Hospitals
AHRF1725,Total Medicare Inpatient Days ST Non-Gen + Long Term Hosps
AHRF1726,Total Medicare Inpatient Days Short Term General Hospitals
AHRF1727,Total Number Hospitals
AHRF1728,"Total Rep Facility Exp (1000's) In Thousands, ST Gen Hosps"
AHRF1729,"Total Rep Facility Exp (1000's) In Thousands, STNG/LT Hosps"
AHRF1730,"Total Rep Facility Exp (1000's) In Thousands, Veterans Hosps"
AHRF1731,"Transplant Surg, Administration Non-Fed"
AHRF1732,"Transplant Surg, Other Non-Fed"
AHRF1733,"Transplant Surg, PC, Office Bsd Non-Fed"
AHRF1734,"Transplant Surg, PC,Hosp FT Stf Non-Fed"
AHRF1735,"Transplant Surg, PC,Hosp Resdnt Non-Fed"
AHRF1736,"Transplant Surg, Research Non-Fed"
AHRF1737,"Transplant Surg, Teaching Non-Fed"
AHRF1738,"Transplant Surg, Tot Patn Care Non-Fed"
AHRF1739,"Transplant Surg, Total Non-Fed"
AHRF1740,"Transplantation Surgery, 35-44 Non-Fed"
AHRF1741,"Transplantation Surgery, 45-54 Non-Fed"
AHRF1742,"Transplantation Surgery, 55-64 Non-Fed"
AHRF1743,"Transplantation Surgery, 65-74 Non-Fed"
AHRF1744,"Transplantation Surgery, 75 + Non-Fed"
AHRF1745,"Transplantation Surgery, < 35 Non-Fed"
AHRF1746,"Unemployment Rate, 16+"
AHRF1747,"Unspecified, 35-44 Non-Fed"
AHRF1748,"Unspecified, 45-54 Non-Fed"
AHRF1749,"Unspecified, 55-64 Non-Fed"
AHRF1750,"Unspecified, 65-74 Non-Fed"
AHRF1751,"Unspecified, 75 + Non-Fed"
AHRF1752,"Unspecified, < 35 Non-Fed"
AHRF1753,"Unspecified, Administration Non-Fed"
AHRF1754,"Unspecified, Other Non-Fed"
AHRF1755,"Unspecified, PC, Hosp FT Staff Non-Fed"
AHRF1756,"Unspecified, PC, Hosp Residents Non-Fed"
AHRF1757,"Unspecified, PC, Office Based Non-Fed"
AHRF1758,"Unspecified, Research Non-Fed"
AHRF1759,"Unspecified, Teaching Non-Fed"
AHRF1760,"Unspecified, Total Non-Fed"
AHRF1761,"Unspecified, Total Patient Care Non-Fed"
AHRF1762,"Urology, 35-44 Non-Fed"
AHRF1763,"Urology, 45-54 Non-Fed"
AHRF1764,"Urology, 55-64 Non-Fed"
AHRF1765,"Urology, 65-74 Non-Fed"
AHRF1766,"Urology, 75 + Non-Fed"
AHRF1767,"Urology, < 35 Non-Fed"
AHRF1768,"Urology, Administration Non-Fed"
AHRF1769,"Urology, Other Non-Fed"
AHRF1770,"Urology, PC, Hosp FT Staff Non-Fed"
AHRF1771,"Urology, PC, Hosp Residents Non-Fed"
AHRF1772,"Urology, PC, Office Based Non-Fed"
AHRF1773,"Urology, Research Non-Fed"
AHRF1774,"Urology, Teaching Non-Fed"
AHRF1775,"Urology, Total Non-Fed"
AHRF1776,"Urology, Total Patient Care Non-Fed"
AHRF1777,VA Med Care Expenditure(1000's)
AHRF1778,"Vascular Med, Administration Non-Fed"
AHRF1779,"Vascular Med, Other Non-Fed"
AHRF1780,"Vascular Med, PC, Hosp FT Stf Non-Fed"
AHRF1781,"Vascular Med, PC, Hosp Resdnt Non-Fed"
AHRF1782,"Vascular Med, PC, Office Based Non-Fed"
AHRF1783,"Vascular Med, Research Non-Fed"
AHRF1784,"Vascular Med, Teaching Non-Fed"
AHRF1785,"Vascular Med, Total Non-Fed"
AHRF1786,"Vascular Med, Total Patn Care Non-Fed"
AHRF1787,"Vascular Medicine, 35-44 Non-Fed"
AHRF1788,"Vascular Medicine, 45-54 Non-Fed"
AHRF1789,"Vascular Medicine, 55-64 Non-Fed"
AHRF1790,"Vascular Medicine, 65-74 Non-Fed"
AHRF1791,"Vascular Medicine, 75 + Non-Fed"
AHRF1792,"Vascular Medicine, < 35 Non-Fed"
AHRF1793,Vet Disabilty Pension Recipient
AHRF1794,Vet Disablty Compensation Recip
AHRF1795,Vet Disbl Comp or Pension Recip
AHRF1796,"Veteran Pop Estimate, Female"
AHRF1797,"Veteran Pop Estimate, Male"
AHRF1798,Veteran Population Estimate
AHRF1799,Veterans' Hospital Admissions
AHRF1800,Veterans' Hospital Beds
